Ranking,Estreno,Pelicula,Presupuesto,TaquillaInternacional,TaquillaEEUU
329,7/27/2001,Planet of the Apes,"$110,500,000","$400,406,968","$199,053,382"
330,11/19/2004,National Treasure,"$110,500,000","$366,261,464","$191,305,471"
331,12/25/2012,Django Unchained,"$110,500,000","$497,395,374","$180,026,993"
332,12/22/2010,Little Fockers,"$110,500,000","$343,408,677","$164,140,435"
333,7/15/1994,True Lies,"$110,500,000","$403,820,885","$161,756,164"
334,2/11/2007,American Gangster,"$110,500,000","$296,244,522","$143,933,461"
335,9/18/2009,Cloudy with a Chance of Meatballs,"$110,500,000","$261,801,156","$138,079,053"
336,6/8/2010,The Other Guys,"$110,500,000","$188,961,721","$131,831,067"
337,12/17/2004,Lemony Snicket's A Series of Unfortunate Events,"$110,500,000","$235,412,237","$131,175,493"
338,12/25/2013,The Wolf of Wall Street,"$110,500,000","$433,310,668","$129,266,449"
339,5/24/2013,Epic,"$110,500,000","$290,506,115","$118,892,008"
340,6/21/1996,Eraser,"$110,500,000","$259,117,480","$112,010,607"
341,6/21/1996,The Hunchback of Notre Dame,"$110,500,000","$359,823,975","$110,731,539"
342,12/15/2000,The Emperor's New Groove,"$110,500,000","$187,148,897","$98,742,364"
343,8/17/2012,The Expendables 2,"$110,500,000","$344,877,469","$94,022,474"
344,10/16/2009,Where the Wild Things Are,"$110,500,000","$109,576,246","$85,403,223"
345,12/15/2006,Eragon,"$110,500,000","$275,796,637","$82,966,854"
346,7/25/2014,Hercules,"$110,500,000","$269,053,943","$80,377,616"
347,10/12/2010,The Tourist,"$110,500,000","$308,123,592","$74,785,181"
348,11/24/1999,End of Days,"$110,500,000","$234,385,220","$73,964,566"
349,11/6/2004,The Stepford Wives,"$110,500,000","$106,368,578","$65,766,954"
350,8/6/2007,Surf's Up,"$110,500,000","$160,727,726","$65,094,719"
351,8/12/2006,Blood Diamond,"$110,500,000","$189,449,717","$63,447,352"
352,9/24/2010,Legend of the Guardians: The Owls of Ga'Hoole,"$110,500,000","$154,449,845","$61,564,648"
353,7/11/1997,Starship Troopers,"$110,500,000","$133,869,995","$60,562,412"
354,5/6/2009,Land of the Lost,"$110,500,000","$76,882,545","$54,667,961"
355,12/25/2003,Peter Pan,"$110,500,000","$105,300,176","$53,539,490"
356,7/23/2004,Catwoman,"$110,500,000","$90,807,609","$44,454,987"
357,8/15/2014,The Expendables 3,"$110,500,000","$231,549,080","$43,482,083"
358,11/27/2002,Treasure Planet,"$110,500,000","$101,480,310","$42,152,946"
359,12/3/2010,Green Zone,"$110,500,000","$107,806,822","$39,252,245"
360,12/25/2015,Point Break,"$110,500,000","$141,643,045","$31,827,092"
361,11/12/2015,In the Heart of the Sea,"$110,500,000","$99,955,627","$27,667,454"
362,4/18/2014,Transcendence,"$110,500,000","$113,904,748","$25,457,609"
363,2/18/2005,Son of the Mask,"$110,500,000","$66,236,820","$18,818,631"
364,8/16/2002,The Adventures of Pluto Nash,"$110,500,000","$7,843,162","$4,877,708"
365,1/20/2012,Jin lÃ­ng shÃ­ san chai,"$110,500,000","$108,585,056","$344,377"
366,10/8/2018,Amusement Park,"$110,500,000",$0,$0
367,6/11/2015,The Peanuts Movie,"$109,395,000","$276,886,525","$143,948,683"
368,4/5/2001,The Mummy Returns,"$108,290,000","$480,915,405","$223,376,008"
369,12/20/2002,Gangs of New York,"$107,185,000","$202,435,112","$85,952,832"
370,3/13/2015,Cinderella,"$104,975,000","$590,919,793","$222,429,143"
371,7/13/2012,Ice Age: Continental Drift,"$104,975,000","$972,536,371","$178,386,468"
372,12/28/2001,Black Hawk Down,"$104,975,000","$176,530,510","$120,130,551"
373,5/27/2010,Sex and the City 2,"$104,975,000","$325,754,866","$105,433,571"
374,12/2/2010,Percy Jackson & the Olympians: The Lightning Thief,"$104,975,000","$246,571,589","$98,158,214"
375,10/8/2012,The Campaign,"$104,975,000","$115,970,268","$96,100,847"
376,12/11/2010,Unstoppable,"$104,975,000","$187,386,608","$90,190,670"
377,9/5/1997,The Fifth Element,"$104,975,000","$291,728,255","$70,295,388"
378,3/31/2000,The Road to El Dorado,"$104,975,000","$72,628,065","$56,176,566"
379,11/12/2009,The Lovely Bones,"$104,975,000","$104,901,068","$48,780,635"
380,8/19/2016,Ben-Hur,"$104,975,000","$98,081,162","$29,204,177"
381,6/2/2015,Seventh Son,"$104,975,000","$122,288,488","$19,045,142"
382,5/30/2003,Finding Nemo,"$103,870,000","$1,035,175,847","$420,781,767"
383,12/17/2003,The Lord of the Rings: The Return of the King,"$103,870,000","$1,261,764,323","$417,814,445"
384,12/18/2002,The Lord of the Rings: The Two Towers,"$103,870,000","$1,033,263,723","$378,783,816"
385,6/15/2001,Lara Croft: Tomb Raider,"$103,870,000","$302,152,853","$145,016,615"
386,2/13/2015,Kingsman: The Secret Service,"$103,870,000","$447,222,758","$141,829,249"
387,7/18/2001,Jurassic Park III,"$102,765,000","$404,484,155","$200,329,867"
388,5/8/2011,Rise of the Planet of the Apes,"$102,765,000","$533,777,792","$195,457,877"
389,2/14/2008,The Spiderwick Chronicles,"$102,212,500","$180,011,110","$78,726,066"
390,5/11/2004,The Incredibles,"$101,660,000","$679,549,688","$289,096,331"
391,2/14/2013,A Good Day to Die Hard,"$101,660,000","$336,332,276","$74,473,396"
392,9/4/2004,The Alamo,"$101,660,000","$26,432,815","$24,776,507"
393,12/22/1995,Cutthroat Island,"$101,660,000","$20,469,974","$11,076,954"
394,12/25/2013,The Secret Life of Walter Mitty,"$100,555,000","$208,418,048","$64,397,131"
395,1/7/1997,Men in Black,"$99,450,000","$649,773,051","$277,208,584"
396,11/19/1999,Toy Story 2,"$99,450,000","$565,281,006","$271,858,422"
397,3/8/2001,Rush Hour 2,"$99,450,000","$384,061,886","$250,087,944"
398,12/25/2009,Sherlock Holmes,"$99,450,000","$550,998,521","$231,139,733"
399,1/7/2009,Ice Age: Dawn of the Dinosaurs,"$99,450,000","$950,357,418","$217,367,272"
400,7/21/2000,What Lies Beneath,"$99,450,000","$319,136,770","$171,909,370"
401,4/15/2011,Rio,"$99,450,000","$538,928,773","$158,811,912"
402,6/10/2006,The Departed,"$99,450,000","$320,205,331","$146,387,928"
403,3/11/2000,Charlie's Angels,"$99,450,000","$287,125,261","$138,560,366"
404,6/19/1998,Mulan,"$99,450,000","$335,504,075","$133,379,464"
405,8/13/2008,Tropic Thunder,"$99,450,000","$211,241,822","$122,145,904"
406,12/20/2011,The Girl with the Dragon Tattoo,"$99,450,000","$264,615,955","$113,359,914"
407,11/7/1997,Contact,"$99,450,000","$183,394,155","$111,595,681"
408,6/6/2008,You Don't Mess With the Zohan,"$99,450,000","$224,307,955","$110,598,830"
409,5/19/1995,Die Hard: With a Vengeance,"$99,450,000","$404,707,087","$110,591,821"
410,9/23/2016,The Magnificent Seven,"$99,450,000","$176,609,990","$103,310,646"
411,12/18/2015,Alvin and the Chipmunks: The Road Chip,"$99,450,000","$275,832,359","$94,972,112"
412,8/6/2001,Atlantis: The Lost Empire,"$99,450,000","$205,667,889","$92,943,863"
413,12/25/2008,Valkyrie,"$99,450,000","$225,403,584","$91,865,728"
414,7/24/2015,Pixels,"$99,450,000","$269,869,418","$87,077,505"
415,6/29/2001,Artificial Intelligence: AI,"$99,450,000","$260,775,655","$86,932,762"
416,11/26/2003,The Haunted Mansion,"$99,450,000","$172,174,532","$83,838,021"
417,4/8/2000,Hollow Man,"$99,450,000","$211,362,040","$80,953,424"
418,4/22/2005,The Interpreter,"$99,450,000","$179,916,229","$80,399,230"
419,7/8/2013,Percy Jackson: Sea of Monsters,"$99,450,000","$222,040,194","$75,811,784"
420,7/25/2003,Lara Croft: Tomb Raider: The Cradle of Life,"$99,450,000","$173,658,394","$72,598,613"
421,10/6/2016,Now You See Me 2,"$99,450,000","$363,334,376","$71,959,231"
422,11/21/2001,Spy Game,"$99,450,000","$158,134,136","$68,959,272"
423,4/4/1997,The Saint,"$99,450,000","$187,263,230","$67,854,314"
424,10/3/2000,Mission to Mars,"$99,450,000","$117,177,700","$67,313,932"
425,12/17/1999,Bicentennial Man,"$99,450,000","$96,639,297","$64,379,370"
426,7/7/2004,King Arthur,"$99,450,000","$225,376,894","$57,365,614"
427,4/25/1997,Volcano,"$99,450,000","$132,764,545","$52,576,296"
428,3/26/1997,The Devil's Own,"$99,450,000","$155,757,905","$47,422,031"
429,7/19/2002,K-19: The Widowmaker,"$99,450,000","$72,645,891","$38,889,139"
430,8/19/2011,Conan the Barbarian,"$99,450,000","$70,037,037","$23,547,608"
431,10/21/2011,The Three Musketeers,"$99,450,000","$154,628,039","$22,533,489"
432,4/21/2017,The Promise,"$99,450,000","$11,077,592","$9,094,253"
433,11/24/2010,The Nutcracker in 3D,"$99,450,000","$22,624,157","$216,135"
434,10/5/1996,Twister,"$97,240,000","$547,971,565","$267,254,182"
435,3/6/2005,Cinderella Man,"$97,240,000","$116,096,004","$68,171,239"
436,8/7/2005,Fantastic Four,"$96,687,500","$365,591,196","$171,059,831"
437,9/2/2001,Hannibal,"$96,135,000","$387,018,355","$182,555,726"
438,7/25/2003,Seabiscuit,"$95,030,000","$164,397,375","$133,000,845"
439,12/22/2000,Cast Away,"$93,925,000","$472,281,974","$258,345,750"
440,11/17/2006,Happy Feet,"$93,925,000","$425,598,600","$218,944,791"
441,7/12/2001,Ocean's Eleven,"$93,925,000","$498,257,852","$202,819,016"
442,7/23/2004,The Bourne Supremacy,"$93,925,000","$319,018,997","$194,713,980"
443,7/25/1997,Air Force One,"$93,925,000","$348,513,401","$191,251,738"
444,3/4/2009,Fast & Furious,"$93,925,000","$401,349,392","$171,466,963"
445,3/14/2008,Horton Hears a Who,"$93,925,000","$331,057,829","$170,875,563"
446,3/21/2014,Divergent,"$93,925,000","$305,120,743","$166,915,163"
447,9/28/2012,Hotel Transylvania,"$93,925,000","$418,419,250","$164,001,602"
448,11/21/2007,Enchanted,"$93,925,000","$376,277,649","$141,215,710"
449,10/2/2012,Safe House,"$93,925,000","$230,532,933","$139,529,123"
450,7/20/2007,I Now Pronounce You Chuck and Larry,"$93,925,000","$205,291,419","$132,389,820"
451,8/6/2007,Ocean's Thirteen,"$93,925,000","$344,617,919","$129,536,007"
452,12/25/2009,Itâ€™s Complicated,"$93,925,000","$248,300,369","$124,660,523"
453,11/20/1998,Enemy of the State,"$93,925,000","$277,080,861","$123,349,578"
454,9/29/2006,Open Season,"$93,925,000","$212,171,404","$94,107,693"
455,4/11/2011,Tower Heist,"$93,925,000","$166,285,046","$86,302,336"
456,11/22/2000,102 Dalmatians,"$93,925,000","$74,000,546","$74,022,637"
457,3/30/2012,Mirror Mirror,"$93,925,000","$191,921,024","$71,804,009"
458,8/12/2006,The Holiday,"$93,925,000","$226,827,644","$69,973,758"
459,6/16/2006,The Fast and the Furious: Tokyo Drift,"$93,925,000","$174,433,604","$69,238,979"
460,9/12/2005,Memoirs of a Geisha,"$93,925,000","$178,542,172","$63,041,461"
461,3/16/2001,Enemy at the Gates,"$93,925,000","$107,196,916","$56,833,532"
462,6/18/1993,Last Action Hero,"$93,925,000","$151,776,615","$55,307,128"
463,9/26/2003,The Rundown,"$93,925,000","$89,355,616","$52,681,287"
464,11/23/2011,Arthur Christmas,"$93,925,000","$165,504,795","$51,377,269"
465,7/30/2010,Cats & Dogs: The Revenge of Kitty Galore,"$93,925,000","$127,104,555","$50,356,438"
466,1/20/2017,xXx: Return of Xander Cage,"$93,925,000","$381,507,303","$49,647,767"
467,11/13/1998,Meet Joe Black,"$93,925,000","$49,358,346","$49,373,080"
468,8/2/2002,Collateral Damage,"$93,925,000","$86,615,885","$44,284,645"
469,3/15/2002,Showtime,"$93,925,000","$87,273,912","$41,962,985"
470,6/30/1995,Judge Dredd,"$93,925,000","$125,455,212","$38,357,199"
471,2/3/2007,Zodiac,"$93,925,000","$91,840,879","$36,579,295"
472,8/13/2010,Scott Pilgrim vs. The World,"$93,925,000","$53,124,350","$34,955,161"
473,3/28/2003,The Core,"$93,925,000","$81,949,917","$34,402,209"
474,9/5/1997,Father's Day,"$93,925,000","$39,443,650","$31,714,965"
475,6/14/2002,Scooby-Doo,"$92,820,000","$305,429,384","$169,509,621"
476,7/28/2000,Nutty Professor II: The Klumps,"$92,820,000","$183,845,118","$136,351,459"
477,7/19/2013,RED 2,"$92,820,000","$151,626,352","$58,896,674"
478,6/23/2006,Click,"$91,162,500","$262,748,982","$151,885,112"
479,12/15/2006,Charlotte's Web,"$91,162,500","$159,169,001","$91,763,936"
480,2/14/2008,Jumper,"$91,162,500","$247,219,465","$89,754,244"
481,11/7/2008,Hellboy II: The Golden Army,"$91,162,500","$177,300,984","$84,024,355"
482,5/27/2005,The Longest Yard,"$90,610,000","$210,389,872","$174,845,336"
483,8/13/2010,The Expendables,"$90,610,000","$296,557,053","$113,971,112"
484,11/17/2000,The 6th Day,"$90,610,000","$106,150,723","$38,197,734"
485,5/23/2003,Bruce Almighty,"$89,505,000","$535,555,823","$268,378,329"
486,3/23/2012,The Hunger Games,"$88,400,000","$749,410,399","$451,170,063"
487,5/26/2011,The Hangover Part II,"$88,400,000","$648,306,966","$281,381,539"
488,5/21/1996,Mission: Impossible,"$88,400,000","$505,962,247","$200,126,150"
489,10/2/2017,The Lego Batman Movie,"$88,400,000","$343,729,725","$194,341,260"
490,9/25/2015,Hotel Transylvania 2,"$88,400,000","$520,392,133","$187,650,988"
491,6/18/1992,Batman Returns,"$88,400,000","$294,960,912","$180,058,177"
492,7/5/1999,The Mummy,"$88,400,000","$460,293,338","$171,822,165"
493,5/19/2006,Over the Hedge,"$88,400,000","$379,608,487","$171,417,286"
494,6/21/2002,Lilo & Stitch,"$88,400,000","$271,719,610","$161,191,239"
495,8/5/1998,Deep Impact,"$88,400,000","$386,315,713","$155,323,016"
496,12/7/2013,Grown Ups 2,"$88,400,000","$273,072,469","$147,807,982"
497,12/16/2011,Alvin and the Chipmunks: Chipwrecked,"$88,400,000","$385,899,908","$147,187,489"
498,6/20/2008,Get Smart,"$88,400,000","$250,649,087","$144,104,374"
499,11/3/2005,Robots,"$88,400,000","$288,190,828","$141,761,009"
500,2/19/2010,Shutter Island,"$88,400,000","$331,040,027","$141,554,142"
501,12/12/2003,Something's Gotta Give,"$88,400,000","$294,807,201","$137,874,447"
502,11/26/2008,Four Christmases,"$88,400,000","$186,060,012","$132,855,088"
503,6/27/1997,Face/Off,"$88,400,000","$266,634,540","$124,152,717"
504,12/25/2008,Bedtime Stories,"$88,400,000","$244,822,834","$121,748,562"
505,12/7/2002,Road to Perdition,"$88,400,000","$202,689,248","$115,061,400"
506,11/2/2011,Just Go With It,"$88,400,000","$237,644,062","$113,926,422"
507,2/14/2003,Daredevil,"$88,400,000","$202,056,935","$113,390,571"
508,9/26/2008,Eagle Eye,"$88,400,000","$196,843,689","$112,171,145"
509,6/6/1997,Con Air,"$88,400,000","$247,750,771","$111,813,790"
510,12/17/2010,Yogi Bear,"$88,400,000","$226,368,181","$110,850,034"
511,12/25/2003,Cold Mountain,"$88,400,000","$182,591,498","$105,748,632"
512,1/15/2010,The Book of Eli,"$88,400,000","$175,491,091","$104,866,712"
513,11/26/1997,Flubber,"$88,400,000","$196,763,247","$102,830,685"
514,7/23/1999,The Haunting,"$88,400,000","$199,189,825","$100,834,867"
515,11/15/1996,Space Jam,"$88,400,000","$276,583,590","$100,032,767"
516,10/17/2014,Fury,"$88,400,000","$232,424,586","$94,826,820"
517,10/2/2006,The Pink Panther,"$88,400,000","$175,685,271","$90,924,390"
518,8/7/2011,Zookeeper,"$88,400,000","$188,816,968","$88,861,438"
519,12/12/2008,The Day the Earth Stood Still,"$88,400,000","$257,643,891","$87,762,417"
520,8/8/1997,Conspiracy Theory,"$88,400,000","$157,840,261","$84,170,857"
521,12/6/1998,"Six Days, Seven Nights","$88,400,000","$182,178,160","$82,202,905"
522,5/24/2002,Spirit: Stallion of the Cimarron,"$88,400,000","$117,747,349","$80,960,025"
523,8/6/2001,Swordfish,"$88,400,000","$162,590,043","$77,153,554"
524,3/4/1998,Lost In Space,"$88,400,000","$150,393,507","$76,428,892"
525,7/30/2004,The Manchurian Candidate,"$88,400,000","$106,287,593","$72,924,766"
526,11/22/2006,DÃ©jÃ  Vu,"$88,400,000","$200,129,138","$70,812,621"
527,6/24/2005,Bewitched,"$88,400,000","$144,990,055","$70,010,425"
528,1/1/2000,Fantasia 2000 (IMAX),"$88,400,000","$66,887,715","$66,907,683"
529,8/3/2002,The Time Machine,"$88,400,000","$109,421,410","$62,680,939"
530,2/10/1998,What Dreams May Come,"$88,400,000","$79,023,141","$61,354,251"
531,12/25/1998,Mighty Joe Young,"$88,400,000","$55,971,185","$55,987,894"
532,10/28/2005,The Legend of Zorro,"$88,400,000","$156,393,910","$50,396,295"
533,10/11/2000,Little Nicky,"$88,400,000","$64,415,004","$43,615,138"
534,9/25/2009,Surrogates,"$88,400,000","$132,287,378","$42,658,529"
535,8/6/2001,Evolution,"$88,400,000","$108,712,089","$42,363,686"
536,8/26/2005,The Brothers Grimm,"$88,400,000","$116,403,485","$41,908,662"
537,12/13/1996,Mars Attacks!,"$88,400,000","$112,060,591","$41,766,435"
538,4/14/2006,The Wild,"$88,400,000","$109,451,342","$41,338,530"
539,12/20/2013,Walking with Dinosaurs,"$88,400,000","$144,350,468","$39,892,253"
540,12/22/2000,Thirteen Days,"$88,400,000","$73,572,724","$38,223,216"
541,6/12/1996,Daylight,"$88,400,000","$175,665,169","$36,389,329"
542,10/23/2015,The Last Witch Hunter,"$88,400,000","$145,073,074","$30,262,611"
543,2/21/2014,Pompeii,"$88,400,000","$119,907,093","$25,619,853"
544,12/5/2000,Battlefield Earth: A Saga of the Year 3000,"$88,400,000","$32,860,234","$23,742,960"
545,11/14/2003,Looney Tunes: Back in Action,"$88,400,000","$60,291,975","$23,166,998"
546,12/18/2009,Nine,"$88,400,000","$59,151,367","$21,758,394"
547,11/26/2003,Timeline,"$88,400,000","$29,519,035","$21,541,412"
548,4/22/2010,Oceans,"$88,400,000","$95,939,275","$21,476,812"
549,11/25/1998,Babe: Pig in the City,"$88,400,000","$76,421,815","$20,257,735"
550,12/25/1997,The Postman,"$88,400,000","$23,038,819","$19,517,795"
551,10/11/2000,Red Planet,"$88,400,000","$36,992,745","$19,330,019"
552,12/1/2007,Arthur et les Minimoys,"$88,400,000","$125,275,943","$16,733,507"
553,8/17/2007,The Invasion,"$88,400,000","$44,380,548","$16,668,739"
554,6/16/2000,Fantasia 2000 (Theatrical Release),"$88,400,000","$10,063,608","$10,066,612"
555,2/9/2005,A Sound of Thunder,"$88,400,000","$6,964,834","$2,101,481"
556,12/31/2015,"Don Gato, el inicio de la pandilla","$88,400,000","$5,027,211",$0
557,6/15/1994,The Lion King,"$87,626,500","$1,091,609,921","$467,501,823"
558,10/2/2012,Journey 2: The Mysterious Island,"$87,295,000","$351,694,675","$114,846,631"
559,11/11/2011,Jack and Jill,"$87,295,000","$166,391,468","$82,002,607"
560,12/21/2001,A Beautiful Mind,"$86,190,000","$351,166,155","$188,766,594"
561,9/27/2013,Cloudy with a Chance of Meatballs 2,"$86,190,000","$303,327,354","$132,465,331"
562,4/10/2002,Red Dragon,"$86,190,000","$228,226,144","$102,788,244"
563,5/3/2004,Hidalgo,"$86,190,000","$119,484,477","$74,404,321"
564,11/7/2003,The League of Extraordinary Gentlemen,"$86,190,000","$198,168,720","$73,495,893"
565,8/20/2004,Exorcist: The Beginning,"$86,190,000","$48,592,864","$46,238,039"
566,12/31/2012,AstÃ©rix et ObÃ©lix: Au service de Sa MajestÃ© ,"$85,748,000","$67,078,844",$0
567,12/2/2016,The Little Prince,"$85,637,500","$100,491,129","$1,449,913"
568,3/7/2013,Despicable Me 2,"$83,980,000","$1,078,053,450","$406,999,341"
569,6/6/2003,2 Fast 2 Furious,"$83,980,000","$261,340,106","$140,566,818"
570,12/25/2006,Children of Men,"$83,980,000","$77,210,167","$39,313,114"
571,6/30/2000,The Adventures of Rocky & Bullwinkle,"$83,980,000","$38,834,027","$28,750,955"
572,8/7/2016,The Secret Life of Pets,"$82,875,000","$968,328,110","$407,352,024"
573,2/7/1996,Independence Day,"$82,875,000","$903,595,801","$338,555,839"
574,12/21/2016,Sing,"$82,875,000","$694,096,896","$298,924,451"
575,6/30/2017,Despicable Me 3,"$82,875,000","$910,620,883","$255,823,685"
576,5/22/1997,The Lost World: Jurassic Park,"$82,875,000","$683,874,481","$253,319,468"
577,3/31/2006,Ice Age: The Meltdown,"$82,875,000","$720,642,061","$215,992,694"
578,5/27/2005,Madagascar,"$82,875,000","$615,248,772","$214,074,055"
579,6/25/2010,Grown Ups,"$82,875,000","$300,929,391","$179,137,671"
580,1/10/2004,Shark Tale,"$82,875,000","$411,135,695","$178,486,161"
581,7/14/2000,X-Men,"$82,875,000","$327,588,740","$173,938,881"
582,6/27/2008,Wanted,"$82,875,000","$378,524,276","$148,736,866"
583,7/6/1996,The Rock,"$82,875,000","$371,508,041","$148,251,384"
584,2/13/2004,50 First Dates,"$82,875,000","$217,022,308","$133,552,605"
